Player,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,ACRO,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,PKC,CL,ECL,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Adrian Marin,25,1680,18,7,6,6,0,0,0,0,0,0,0,10,3,30,23,2,7,0,7,0,7,50,35,39,6,386,524,2,28,79,10,93,0,0,6,3,0,4,0,0,0,0,7,0,954,18,0,0,0,0,1,0,1,1,7,0,0,0,29,2,1,48,48,24,0,0,0,1,0,31
Adrian Marius Stoian,59,3717,43,16,28,8,0,0,5,6,0,5,1,39,13,52,175,37,45,5,32,7,0,40,33,43,78,961,1509,26,13,286,53,183,0,0,11,5,3,28,8,2,0,1,92,0,2353,47,0,0,0,0,10,1,43,38,26,2,1,1,54,4,1,33,32,111,3,0,4,0,2,95
Adrian Ortola,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,36,62,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,24,0,0,0,0,0,0
Adrian Ramos,26,1655,19,7,6,6,0,0,6,2,1,2,0,37,20,7,4,1,22,4,20,0,0,15,8,36,31,305,444,1,78,62,9,129,0,0,31,18,6,6,2,0,0,0,28,0,704,73,0,0,0,0,0,0,0,0,13,0,0,0,35,2,0,20,20,14,0,0,19,0,3,23
Adrian Sahibeddine,3,29,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,1,2,3,0,0,2,0,0,0,0,0,0,0,2,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Adrian Semper,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,90,169,0,2,69,0,2,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,6,48,0,0,0,0,0,0
Adrian Stanilewicz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrien Bongiovanni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrien Hunou,74,4155,46,28,24,5,0,0,16,3,0,3,0,90,39,24,29,2,37,2,34,0,1,67,46,47,89,1057,1350,2,35,209,23,212,1,0,80,35,15,10,4,1,0,1,52,0,2082,150,0,0,0,0,0,0,4,2,27,0,0,0,58,6,0,20,20,20,0,1,38,21,11,61
Adrien Lebeau,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,3,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adrien Rabiot,80,5671,62,18,16,8,1,1,6,8,5,8,0,56,15,85,45,12,49,7,40,1,27,167,107,89,70,4728,5168,12,107,470,102,442,2,1,30,7,3,26,8,3,0,1,72,1,6183,84,0,0,0,0,0,0,2,0,18,0,0,0,40,25,0,71,69,185,8,0,0,5,3,145
Adrien Silva,38,2484,28,10,9,11,0,0,0,1,0,1,0,24,5,36,13,4,15,2,12,2,6,90,58,37,35,1277,1524,2,32,213,28,185,0,1,1,0,0,23,5,0,0,0,38,0,1974,4,0,0,0,0,4,2,2,1,6,3,1,0,40,6,0,26,26,91,1,0,0,0,0,42
Adrien Tameze,70,5124,59,11,21,12,0,0,1,4,0,4,0,30,9,103,12,1,39,4,35,0,19,137,82,80,70,3041,3387,1,62,322,80,342,1,2,15,3,0,15,6,1,0,0,68,0,4329,41,0,0,0,0,0,0,0,0,6,0,0,0,63,13,1,74,74,166,4,0,0,1,0,119
Adrien Thomasson,109,7782,87,22,48,14,1,2,15,12,1,12,0,167,53,64,172,40,99,14,80,6,9,189,122,107,119,2873,3636,29,54,579,64,419,1,1,108,38,14,59,15,1,0,1,134,0,5172,246,0,0,0,0,3,0,23,21,57,0,0,0,110,10,1,34,34,116,3,0,20,9,7,114
Afonso Figueiredo,10,480,3,7,1,1,0,0,0,0,0,0,0,0,0,5,17,5,3,0,3,0,1,12,9,4,13,194,242,5,4,34,6,35,0,1,0,0,0,0,0,0,0,0,3,0,382,2,0,0,0,0,1,0,0,0,3,0,0,0,9,1,0,13,13,15,0,0,0,0,0,10
Afriyie Acquah,70,3520,41,29,24,9,4,4,5,0,0,0,0,47,15,56,56,4,24,2,24,0,3,53,29,69,63,1457,1735,4,51,255,60,226,1,1,20,9,3,27,6,2,0,0,57,0,2372,54,0,0,0,0,0,0,0,0,16,0,0,0,71,2,0,34,34,66,2,0,2,3,1,85
Ager Aketxe,3,34,0,3,0,1,0,0,0,0,0,0,0,2,0,1,7,1,0,0,0,0,0,1,1,1,0,31,35,1,0,6,0,1,0,0,0,0,0,2,0,0,0,0,3,0,51,1,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Agustin Rogel,1,78,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,72,0,4,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0
Ahmed Benali,43,3313,41,2,15,6,1,1,7,3,1,2,1,42,20,36,86,7,31,1,24,4,3,60,41,39,58,1283,1550,3,22,234,27,164,1,0,34,18,7,8,2,0,0,0,52,0,2161,104,0,0,0,0,1,1,25,10,23,0,0,0,73,0,0,35,33,37,2,0,8,3,6,57
Ahmed Elmohamady,39,2771,30,9,1,3,0,1,0,2,0,2,0,9,2,54,140,23,33,3,31,0,11,47,37,25,15,1170,1499,23,64,209,12,138,0,1,4,1,0,5,1,0,0,0,20,1,2295,22,0,0,0,0,0,0,0,0,12,0,0,0,68,3,1,99,95,78,0,0,1,0,0,20
Ahmed Hegazi,38,3387,38,0,1,4,0,0,2,0,0,0,0,14,4,58,10,3,7,0,7,0,37,58,38,24,12,868,1185,3,104,183,22,192,1,1,12,4,2,2,0,0,0,0,8,0,1765,36,0,0,0,0,0,0,0,0,3,0,0,0,55,10,0,270,270,136,0,0,2,2,2,29
Ahmed Kutucu,21,610,4,17,4,1,0,0,3,1,0,1,0,20,9,1,9,1,3,0,2,0,1,11,4,15,11,97,138,0,9,33,20,50,0,0,8,4,2,12,5,1,0,0,16,0,276,18,0,0,0,0,1,1,0,0,4,1,0,0,14,0,0,1,1,2,0,0,2,0,3,26
Ahmed Musa,21,753,7,14,6,1,0,0,2,0,0,0,0,17,6,9,26,5,7,2,7,0,0,14,12,13,13,147,214,5,11,45,14,51,0,0,8,3,1,9,3,1,0,0,13,0,390,39,0,0,0,0,0,0,2,0,10,0,0,0,20,0,0,2,2,5,1,0,1,1,1,36
Ahmet Gurleyen,1,12,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
Aiden O'Neill,3,83,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,1,0,41,51,0,1,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,2,0,0,0,0,0,0
Aihen Munoz,14,1219,14,0,4,0,0,0,0,0,0,0,0,2,0,7,39,10,7,0,7,0,9,19,11,6,8,419,548,10,18,54,20,65,0,0,1,0,0,1,0,0,0,0,7,0,878,9,0,0,0,0,0,0,0,0,9,0,0,0,13,3,0,21,21,11,0,0,0,0,0,32
Ailton,5,106,1,4,1,0,0,0,0,0,0,0,0,1,0,2,3,3,2,0,2,0,0,8,5,3,3,35,51,3,5,9,3,18,0,0,1,0,0,0,0,0,0,0,0,0,97,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,3,2,0,0,0,0,0,6
Ainsley Maitland-Niles,38,2386,25,13,2,2,2,2,1,3,0,3,0,13,3,42,45,10,21,4,18,0,7,71,46,24,22,1033,1260,10,19,155,48,160,0,4,7,3,1,6,0,0,0,0,39,0,2035,57,0,0,0,0,0,0,0,0,13,0,0,0,42,6,1,46,46,41,0,3,1,1,1,73
Aissa Mandi,104,9112,102,2,5,27,0,1,4,2,0,2,0,39,13,187,22,4,25,5,23,0,80,158,105,128,63,5671,6232,4,191,395,29,435,4,3,34,12,4,5,1,0,1,0,23,0,7406,71,0,0,0,0,0,0,0,0,6,0,0,0,154,32,2,303,297,393,2,0,8,8,1,37
Aitor,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aitor Bunuel Redrado,15,1029,10,5,4,3,0,0,0,0,0,0,0,6,0,23,32,7,11,1,10,1,2,33,29,18,7,217,320,7,5,47,9,54,0,0,4,0,0,2,0,0,0,0,11,0,628,12,0,0,0,0,0,0,0,0,9,0,0,0,26,1,0,26,25,19,0,0,0,0,0,15
Aitor Fernandez,28,2520,28,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,2,1,0,6,382,683,0,10,248,0,14,2,0,0,0,0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,1,0,0,0,38,4,0,31,31,183,0,0,0,0,0,0
Aitor Ruibal,7,191,2,5,2,1,0,0,0,0,0,0,0,1,0,0,9,1,2,1,2,0,0,5,2,6,2,51,56,0,0,14,3,10,0,0,1,0,0,0,0,0,0,0,6,0,108,9,0,0,0,0,0,0,1,1,4,0,0,0,6,0,0,2,2,3,0,0,0,0,0,7
Akaki Gogia,3,121,1,2,1,0,0,0,0,0,0,0,0,1,0,0,3,1,4,0,4,0,2,2,1,2,3,29,41,1,3,6,5,13,0,0,0,0,0,1,0,0,0,0,0,0,75,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
Akapo,13,1012,12,1,2,2,0,0,0,0,0,0,0,7,1,22,7,0,3,0,3,0,2,28,15,16,13,265,348,0,21,54,8,68,0,0,1,1,0,6,0,0,0,0,3,0,602,15,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,33,33,15,0,1,0,0,0,14
Akin Famewo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akram Afif,9,230,2,7,2,2,0,0,0,0,0,0,0,1,1,2,4,1,5,1,5,0,1,11,7,3,9,68,88,1,3,19,2,25,0,0,0,0,0,1,1,0,0,0,5,0,141,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,0,1,0,0,4
Alaeddine Yahia,31,2550,30,1,6,7,0,0,1,0,0,0,0,21,6,56,4,2,6,1,6,0,22,44,31,31,38,743,957,2,139,171,11,222,1,2,19,5,1,2,1,0,0,0,4,1,1353,29,0,0,0,0,0,0,1,1,2,0,0,0,46,5,0,140,134,72,1,0,3,3,1,14
Alaixys Romao,46,4060,46,0,5,12,0,1,0,3,0,2,1,19,2,69,10,3,20,4,17,0,17,135,82,117,114,1491,1867,3,74,307,36,355,0,3,15,2,0,4,0,0,0,0,29,0,2589,36,0,0,0,0,0,0,0,0,6,0,0,0,43,20,0,90,90,126,2,0,0,0,0,51
Alan Empereur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alassane Plea,102,8054,92,10,28,10,0,0,43,15,0,14,1,285,125,24,55,8,100,20,85,0,6,50,27,118,145,1854,2395,8,89,233,127,407,1,2,204,96,37,81,29,6,0,2,183,0,3855,443,4,2,0,2,0,0,1,1,69,4,2,1,105,18,0,49,48,76,9,0,60,45,25,211
Alban Lafont,119,10665,119,0,1,12,0,0,0,0,0,0,0,1,0,6,0,0,5,1,4,1,0,4,3,6,23,1896,3322,0,25,1056,5,49,6,10,1,0,0,0,0,0,0,0,0,2,4480,1,0,0,0,0,0,0,0,0,3,0,0,0,142,36,5,114,111,930,0,1,0,0,0,5
Albano Bizzarri,61,5489,61,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,2,2,9,1055,1697,0,12,513,1,21,6,3,0,0,0,0,0,0,0,0,0,0,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,120,10,0,48,47,544,0,1,0,0,0,1
Albert Adomah,2,121,1,1,0,0,0,0,0,0,1,0,0,4,0,1,9,2,1,0,1,0,0,5,4,3,2,24,32,2,0,6,2,9,0,0,1,0,0,3,0,0,0,0,4,0,69,7,0,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,0,1,0,0,0,1,0,4
Albert Rafetraniaina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert-Nicolas Lottin,3,65,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,30,33,0,1,3,2,6,0,0,0,0,0,0,0,0,0,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,3,0,0,0,0,0,4
Alberto Aquilani,46,3084,35,11,12,8,1,1,1,1,1,0,1,28,6,60,38,11,34,2,28,5,12,71,45,49,37,1838,2210,4,37,247,12,154,1,0,5,3,1,23,3,0,0,0,28,0,2686,26,0,0,0,0,7,1,14,13,6,3,0,0,55,4,0,61,58,216,1,0,1,0,0,16
Alberto Brignoli,14,1184,11,3,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,256,455,0,10,132,0,10,3,0,1,1,1,0,0,0,0,0,1,0,616,1,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,22,22,113,0,0,0,0,0,0
Alberto Bueno,35,1150,9,26,7,1,0,0,2,3,0,1,2,24,8,6,28,8,24,4,18,3,0,11,8,14,29,351,448,3,7,75,5,51,0,0,15,7,1,9,1,1,0,0,34,0,671,29,0,0,0,0,7,2,10,10,8,1,0,0,18,0,0,9,7,34,0,0,1,2,0,14
Alberto Cerri,31,1466,15,16,8,4,0,0,2,0,0,0,0,41,9,5,5,0,19,2,19,0,2,9,4,44,26,296,443,0,80,47,12,125,0,0,34,7,2,7,2,0,1,0,29,0,689,79,0,0,0,0,0,0,0,0,14,0,0,0,28,1,1,24,24,15,0,0,21,2,2,21
Alberto Garcia,17,1530,17,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,308,471,0,1,143,0,4,1,1,0,0,0,0,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,5,5,135,0,0,0,0,0,0
Alberto Gilardino,17,694,6,11,3,2,0,0,0,0,0,0,0,9,4,3,1,0,6,2,6,0,0,1,1,19,13,105,149,0,7,13,1,21,0,0,9,4,0,0,0,0,0,0,19,0,240,37,0,0,0,0,0,0,0,0,3,0,0,0,11,2,0,9,9,1,0,0,13,3,0,3
Alberto Grassi,55,3488,36,19,15,6,0,0,4,0,0,0,0,57,19,67,23,3,16,1,16,0,10,82,57,52,103,1034,1239,3,71,208,23,275,0,0,30,11,2,27,8,2,0,1,30,0,1886,57,0,0,0,0,0,0,0,0,13,0,0,0,50,3,2,63,62,52,1,0,9,5,2,45
Alberto Lora,7,376,4,3,0,0,1,1,0,0,0,0,0,3,0,8,5,3,0,0,0,0,0,9,6,5,4,114,169,3,5,12,0,17,0,0,0,0,0,3,0,0,0,0,1,0,277,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,15,11,7,0,0,0,0,0,1
Alberto Martin,16,1191,14,2,3,5,1,1,0,0,0,0,0,4,0,30,3,0,6,1,6,0,10,41,25,27,5,425,507,0,23,74,2,71,1,0,2,0,0,2,0,0,0,0,7,0,660,4,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,20,19,17,1,0,0,0,0,3
Alberto Moreno,33,1986,21,12,2,2,0,0,0,1,0,1,0,19,2,20,69,14,28,0,21,6,4,51,39,12,27,1009,1199,11,13,103,12,102,0,0,4,0,0,15,2,0,0,0,10,0,1780,28,0,0,0,0,4,1,6,5,18,1,0,0,31,6,1,60,60,46,1,0,0,0,0,21
Alberto Paloschi,76,3561,38,38,23,5,0,0,9,1,0,1,0,47,18,5,9,2,24,3,23,0,1,28,20,73,44,491,671,2,35,85,14,118,0,0,44,18,9,3,0,0,0,1,58,0,1052,117,1,0,0,1,0,0,0,0,17,0,0,0,70,2,0,12,12,13,0,0,34,9,9,28
Alberto Parpinel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Pelagotti,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,64,0,2,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,12,0,0,0,0,0,0
Alberto Picchi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Pomini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alberto Redondo,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,3,4,0,9,21,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Alberto de la Bella,17,1529,17,0,1,4,0,0,0,1,0,1,0,6,1,21,69,23,16,0,14,1,5,36,22,20,17,680,821,23,26,74,9,87,0,0,2,0,0,4,1,0,0,0,7,0,1293,18,0,0,0,0,0,0,0,0,10,0,0,0,22,6,0,42,42,39,1,0,6,0,0,16
Albian Ajeti,3,65,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,3,0,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1
Albin Ekdal,82,5764,63,19,22,13,1,1,1,2,0,2,0,34,6,130,13,4,36,2,33,1,27,139,87,98,145,2505,3060,4,134,417,68,479,0,2,21,5,1,13,1,0,0,1,61,0,4076,55,0,0,0,0,0,0,0,0,11,0,0,0,93,15,1,129,128,108,0,0,4,3,0,94
Aldo Caiazza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldo Kalulu,14,496,6,8,6,1,0,0,1,1,0,1,0,5,3,4,5,1,5,0,4,0,0,4,3,5,2,123,144,1,3,19,5,14,0,0,4,3,1,1,0,0,0,0,17,0,223,14,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,4,0,0,4,1,1,7
Aleandro Rosi,55,4271,52,3,15,17,0,0,1,2,0,1,1,30,7,82,152,19,23,2,20,2,13,80,63,101,75,916,1338,19,77,215,33,264,0,2,22,7,1,8,0,0,0,0,40,0,2722,61,0,0,0,0,2,0,1,0,31,0,0,0,59,8,0,152,148,52,0,0,10,3,1,66
Alec Georgen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleix Febas,10,729,10,0,8,1,0,0,0,2,0,2,0,4,2,3,2,0,13,2,11,0,0,13,10,7,15,203,251,0,3,28,12,43,0,0,2,1,0,2,1,0,0,0,18,0,368,15,0,0,0,0,0,0,0,0,2,0,0,0,9,1,0,1,1,4,3,0,0,0,0,23
Aleix Garcia,55,2583,28,27,17,4,0,0,3,1,1,0,1,31,8,42,117,40,42,2,16,25,7,64,35,17,28,1446,1697,4,28,212,19,138,0,0,2,0,0,29,8,3,0,0,28,0,2186,13,0,0,0,0,17,3,83,71,12,10,2,2,46,4,0,24,24,132,1,0,1,1,1,31
Aleix Vidal,43,2263,23,20,11,5,0,0,3,5,1,4,1,34,15,34,73,26,40,8,28,7,1,38,26,29,39,845,1080,10,19,133,20,113,0,1,26,14,3,8,1,0,1,0,27,0,1642,85,0,0,0,0,9,5,23,18,24,2,0,0,19,6,1,21,21,51,2,0,7,4,0,48
Alejandro Arribas,26,2177,23,3,0,7,0,0,0,0,0,0,0,15,3,40,2,0,1,0,1,0,17,43,33,32,23,656,840,0,34,111,10,110,1,0,14,3,0,1,0,0,0,0,7,1,1188,26,0,0,0,0,0,0,0,0,1,0,0,0,37,8,1,141,129,70,0,0,0,0,0,12
Alejandro Dominguez Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Galvez,58,4725,53,5,7,16,0,1,2,0,0,0,0,30,10,142,6,1,9,1,9,0,19,131,90,69,44,1936,2458,1,115,356,12,298,3,0,19,8,2,11,2,0,0,0,14,0,3206,30,0,0,0,0,0,0,0,0,5,10,2,0,88,12,4,227,222,277,1,0,8,2,1,15
Alejandro Gomez,117,9559,113,4,46,13,0,0,33,36,9,25,11,356,142,68,993,287,325,62,180,105,1,64,46,82,319,3732,4516,118,14,519,287,684,0,0,171,85,27,185,57,6,1,4,209,0,7569,437,5,4,0,1,58,16,517,468,158,15,5,0,121,14,1,15,15,211,14,0,50,26,20,442
Alejandro Gonzalez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Gutierrez Mozo,1,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,14,18,0,1,5,1,6,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
Alejandro Pozo,3,34,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,10,13,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1
Alejandro Remiro,4,360,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,93,124,0,1,26,0,1,0,0,1,0,0,0,0,0,0,0,0,0,153,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,25,0,0,0,0,0,0
Alejandro Rodriguez,1,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
Aleksa Terzic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Dragovic,55,3805,38,17,6,9,0,0,2,1,0,0,1,13,5,79,1,0,8,1,7,0,21,51,31,43,26,2289,2598,0,89,193,2,165,1,1,11,5,2,2,0,0,0,0,7,0,3117,22,0,0,0,0,0,0,0,0,0,0,0,0,63,8,2,192,190,232,0,0,2,1,2,2
Aleksandar Ignjovski,19,1050,12,7,4,2,0,0,0,0,0,0,0,3,0,30,14,3,3,0,3,0,2,40,33,19,13,285,385,3,13,44,8,74,0,0,0,0,0,3,0,0,0,0,11,0,679,0,0,0,0,0,0,0,0,0,1,0,0,0,20,3,1,30,28,31,0,0,1,0,0,22
Aleksandar Jovanovic,12,1080,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,135,309,0,3,68,0,4,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,10,10,84,0,0,0,0,0,0
Aleksandar Katai,23,821,8,15,6,3,0,0,3,3,0,1,2,24,7,7,38,12,15,3,7,5,1,19,11,16,13,178,237,3,9,51,28,69,0,0,10,4,3,14,3,0,0,0,27,0,476,31,0,0,0,0,3,0,22,19,10,3,1,0,16,0,0,11,10,7,1,0,3,1,3,57
Aleksandar Kolarov,108,9489,104,4,2,17,1,1,15,13,3,11,2,163,50,147,578,158,177,20,104,60,36,158,120,99,130,4883,5942,77,190,624,115,586,1,3,42,19,8,121,31,7,2,2,59,1,8854,154,7,5,0,2,55,13,185,171,114,55,20,7,105,34,3,326,321,352,3,1,6,4,8,190
Aleksandar Mitrovic,43,3370,37,6,2,7,0,0,12,3,0,3,0,135,50,6,6,1,34,5,31,0,8,20,10,64,64,778,1081,1,245,87,26,350,0,0,100,38,12,35,12,0,0,0,100,0,1762,178,1,1,0,0,0,0,0,0,24,2,1,0,78,5,1,55,55,14,3,0,35,16,9,49
